code,food,Chakula,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS,ENERGY_KC ,PROCNT,A_PROTEI ,MFP_PROT,FAT,CHOCDF,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN,VITA,A_VITA,VITD,VITE,VITC,THIA,RIBF,NIA,VIT B6,FOL,VIT B12,PANT
572,"Meat, barbecued",Mishikaki,176,686,706,1241,1307,402,176,614,528,764,993,538,343,24,15.7,15.7,26.7,0,10.63,11.01,1.03,88,0,0,5.2,3,122,14,214,33,1.1,1.1,2.6,0.06,0.01,0,0,0,0,0,0.05,0.09,2,0.21,4,1.18,0.25
573,Chicken relish with coconut milk,Mchuzi wa kuku wenye tui la nazi,13.6,80.5,296.5,484.5,97.5,186.4,354.8,21.3,13.5,24.3,50.9,10.7,137.2,6.1,5.6,5.5,11.8,2.3,8,1.9,1,16.2,0.6,0.2,29.9,6.9,55.2,10.8,146.9,249.7,0.7,0.3,0.5,0.1,0.2,94.6,0,0,0.2,13.5,0,0,0.3,0.1,17,0,0.1
574,"Chicken, boiled or roasted",Kuku wa kuchemsha/choma,301,1113,1348,1961,2197,717,357,1046,869,1307,1680,793,285,26.9,26.9,26.9,18.9,0,5.1,7.2,1,79,0,0,0,13,180,20,182,73,1.4,1.4,1.8,0.1,0.02,39,39,0,0,0,0.09,0.24,5.8,0.25,5,0.23,0.75
575,"Omelet, spanish with potato",Spanish omelet na viazi,68.3,384.6,435.6,681.4,574.9,246.8,186.7,423.9,325.3,486.7,487.4,190.6,185.5,5.3,4.5,0,14.2,9.7,10.5,2,0.7,148.4,0.8,0.4,234.2,22.1,83.9,15.1,224.7,50.1,0.7,0,0.5,0.1,0.1,186.3,66.5,0.4,1,23.5,0.1,0.2,0.7,0.2,23.5,0.4,0.7
576,"Beef, ground, relish",Mchuzi wa nyama ya kusaga,142.8,552.8,569,997.3,1049.9,321.8,144.6,495.8,425.3,615.1,801.7,432.2,247.8,12.8,12.5,12.5,21.1,1.9,13.5,5.6,0.7,41,0.4,0.1,2,4.6,106.4,15.6,251.5,107.1,1,0.9,2.1,0.1,0,29.6,0,0,0.1,6.7,0.1,0.1,1.8,0.2,8.7,0.9,0.3
577,"Beef, fried",Nyama ya kukaanga,285.9,1099.4,1136.6,1986.5,2096.8,644.1,286.8,987.6,847.8,1228.7,1628.2,862.3,813.2,25.1,24.9,24.9,80,2.2,59.9,13.3,1.9,82,0.5,0.3,0,15.3,205,26.7,396.7,828.6,1.9,1.7,4.2,0.1,0.1,0.5,0,0,0.4,9.3,0.1,0.2,3.3,0.4,0.5,1.9,0.5
578,Beef relish without oil,Mchuzi wa nyama bila mafuta,141.7,544.7,562.3,982.5,1036.2,317.1,143.1,488.5,420.2,605.6,805.2,426.1,168.6,12.6,12.3,12.3,11.9,2.2,5.6,5,0.5,40.4,0.4,0.2,1,5.8,104.3,14.6,225.7,28,0.9,0.9,2.1,0.1,0,13.9,0,0,0,3.8,0.1,0.1,1.7,0.2,7.5,0.9,0.2
579,Liver relish,MaiIni ya kukaanga,200,800,900,1800,1500,500,300,1000,700,1100,1100,500,103.5,13.7,13.6,13.6,69.4,2.8,1.3,14.5,1.3,0.5,24.4,0.3,2.2,6.5,228.2,12.9,156.4,43.1,3.8,3.8,3.4,2.5,0.3,11421.5,11309.4,0.6,0.1,14,0.1,2,5.8,0.3,163.7,61.1,3.2
580,"Liver, fried ",Mchuzi wa maini,300,1100,1200,2400,2000,700,500,1400,1000,1600,1600,800,175,26.52,26.52,26.5,4.68,5.16,1.493,0.653,0.602,381,0,0,113,6,485,22,351,77,6.1,6.1,5.2,14.6,6.3,7744,7744,1,0.46,0.7,0.177,3.425,17.475,1.027,260,83.13,6.943
601,Grape juice,Juisi ya zabibu,0.7,2.3,2.3,3.7,3.7,0.7,1,1.7,1.3,2.7,2,1,69.9,0.1,0,0,0.1,18.1,0,0,0,0,0.8,13.9,19.7,2.5,2.6,1.7,35.9,0.1,0.1,0,0,0,0,1.7,0,0,0.3,2,0,0,0,0,1,0,0
602,Mixed fruit juice,Juisi ya matunda,45,0.7,0,0,2.2,6.6,0.3,1.4,0.3,0,1.9,1.8,45,0.7,0,0,2.2,6.6,0.3,1.4,0.3,0,1.9,1.8,0,16.6,11.2,10.4,190.1,1.9,0.2,0,0.1,0.1,0,29.1,0,0,0.4,26.1,0,0,0.5,0.1,23.4,0,0.3
603,Apple juice,Juisi ya apple,53,0.1,0,0,0,13.3,0,0,0,0,0.1,0,53,0.1,0,0,0,13.3,0,0,0,0,0.1,0,55,2,7,5,90,2,0.5,0,0.16,0.01,0.23,4,0,0,0.5,8,0.03,0.02,0.1,0.02,2,0,0.1
604,Avocado juice,Juisi ya parachichi,6.8,21.4,23,39.9,30.5,12,6.8,22.1,15.9,31.5,19.1,9.4,104.5,0.6,0,0,5,15.9,0.8,3.1,0.6,0,1.9,13.1,0,3.7,13.6,12.6,194.5,3.4,0.3,0,0.1,0.1,0.1,1.9,0,0,0.3,2.6,0,0,0.6,0.1,20.1,0,0.3
607,Papaya juice,Juisi ya papai,5.3,7.3,5.3,10.7,16.7,1.3,3.3,6,3.3,6.7,6.7,3.3,58.3,0.4,0,0,0.1,14.9,0,0,0,0,1.2,9.3,0,16.1,3.5,6.7,172,2.1,0.1,0,0.1,0,0,90,0,0,0.67,41.3,0,0,0.2,0,25.3,0,0.15
610,Mixed fruit jam,Jam ya matunda,0,0,0,0,0,0,0,0,0,0,0,0,261,0.4,0,0,0,69.3,0,0,0,0,0.8,64.1,0,24,16,6,85,15,1,0,0.2,0.16,0.1,3,0,0.16,0.1,7,0,64.1,0,0,2,0,0
651,Cow pea (fresh) relish without oil ,Mchuzi wa kunde mbichi bila mafuta,56.3,174.7,177,349.6,309.5,65.2,51.5,266,148,217.8,314.5,141.8,71.5,4.6,0,0,0.4,13,0.1,0,0.1,0,4,0.8,208.8,14.9,95.3,32.9,205.6,4.1,1.6,0,0.8,0.2,0.3,18.6,0,0,0,3.8,0.1,0.04,0.4,0.07,123.6,0,0.3
656,Kidney bean relish with oil,Mchuzi wa maharage wenye mafuta,65.5,230,242.1,435.8,375.6,81.9,60.1,295.1,154.4,285.5,345,152.5,130.6,4.9,0,0,6.9,13.3,5.8,0.4,0.3,0,3.6,0.3,385.6,20.9,104.2,33.4,314.2,2.2,2.1,0,0.8,0.2,0.3,0,0,0,0.05,0.9,0.1,0.03,0.38,0.08,82.1,0,0.17
657,Kidney bean relish without oil,Mchuzi wa maharage bila mafuta,24.9,88,67.6,129.3,88.4,27.8,22,82.6,46.6,85.3,112.4,40.7,117.2,6.4,0,0,2.9,17.1,2.2,0.1,0.2,0,4.8,0.7,352,18.7,90.8,28.7,261.2,1.4,1.8,0,0.7,0.1,0.3,11.9,0,0,0.3,3.2,0.1,0.06,0.4,0.06,76.6,0,0.1
658,"Mung bean (dry, boiled)",Choroko zilizopikwa,35,106.7,114.6,213.9,190.2,39.9,31.6,162.9,91.1,133,200.5,86.9,43.7,2.8,0,0,0.2,8,0,0,0.1,0,2.4,0.6,108.7,6,39,13,70,1,0.6,0,0.3,0.1,0.1,0.6,0,0,0,0.15,0.1,0,0.15,0,63.5,0,0.15
659,"Pigeon pea (fresh, cooked) ",Mbaazi mbichi zilizopikwa,200.7,707.6,727.3,1339.3,743.2,254,265.7,1070.9,840.4,866.7,2474.6,522.4,131,6.1,0,0,5.1,16.1,4.2,0.4,0.3,0,4.4,0,318.4,29.7,101.3,34.8,220.4,81.6,1.2,0,0.8,0.2,0.3,1.6,0,0,0,0.2,0.1,0.1,0.6,0.1,83.8,0,0.1
752,Spinach relish without oil,Mchuzi wa spinachi bila mafuta,23,113,155,188,150,64,53,173,113,201,307,82,43.5,3.3,0,0,0.5,8.8,0,0.02,0.14,0,1.2,0.05,35.1,170.9,68.5,53.8,525.6,12,2.6,0,0.3,0.1,0.1,43.8,0,0,0,85.8,0.1,0.15,0.9,0.4,88.6,0,0.2
753,Spinach relish with oil,Mchuzi wa spinachi na mafuta,18.4,94,109.6,302.7,106,53,55.9,138.3,90.7,144.6,164.6,80.7,108,2.7,0,0,9,6.1,7.8,0.5,0.2,0,0.6,0.1,30.2,152.9,55.2,45.7,68.7,306.4,2.2,0,0.28,0.1,0.1,296.6,0,0,0.18,23.2,0.07,0.2,0.7,0.4,76.2,0,0.2
754,"Cabbage, onion salad", Kachmbari ya kabeji na kitungu,11.9,33.1,45.5,49.1,51.8,10.9,11.9,33,21.5,38.9,88.7,19.9,27.8,1.2,0,0,0.3,6.2,0.1,0,0.2,0,2.2,0.3,0.3,26.7,24.2,11.1,151.8,6,0.3,0,0.2,0,0.1,18,0,0,0,16.5,0.1,0,0.3,0.08,19.1,0,0.2
759,Cow pea leaf relish with coconut milk ,Mchuzi wa majani ya kunde na tui la nazi,70.9,294,363.8,654,377.1,129.8,108.6,392.4,206,404,806.7,192.7,80.3,2.5,0,0,6,6.4,5.2,0.3,0.1,0.1,1.9,0,77.5,107.8,55.8,36.8,337.4,9,2,0,0.4,0.2,0.3,259.5,0,0,0,17.1,0.1,0.1,0.6,0.3,56.7,0,0.2
760,"Green leaf, medium, relish without oil", Mchuzi wa mboga ya majani na mafuta,8.4,45.8,61.6,107.8,60.9,17.9,11.2,59.2,40.8,69,69,30.6,5.3,0.8,0,0,7,0.7,0,0.03,0,0,0.7,0,7,26,14.4,5.3,71.1,5.6,0.38,0,0.07,0.02,0.1,106,0,0,0.7,8.8,0.013,0.02,1.4,0.03,25.7,0,0.007
761,"Green leaf, medium, relish with oil",Mchuzi wa mboga ya majani bila mafuta,11.4,61.8,82.9,120.5,82.3,24.3,15.2,79.8,54.7,46.6,93.2,41.3,86.1,1,0,0,14.5,1,7.9,0.5,0.1,0,0.9,0,22.2,35,19.5,7,96,7.5,23.5,0,0.1,0.025,6.1,192.1,0,0,1.3,15.8,0.02,0.03,0.2,0.07,46.3,0,0.01
762,"Green leaf, medium relish with groundnuts",Mchuzi wa mboga ya majani na karanga,9.3,19.8,31,32,40.4,7.1,18.3,23.9,39.7,27.3,49.2,14.3,15,1,0,0,0.6,2,0.1,0.3,0.2,0,0.8,0,27.8,17.2,19.2,8,114.7,16,0.3,0.1,0.1,0,0,86.7,0,0,0.5,10.7,0,0,0.4,0,20.4,0,0.1
763,"Green leaf, medium, relish with coconut milk",Mchuzi wa mboga ya majani na tui la nazi,30.8,81.3,101.8,133.1,133.1,123.1,33.7,45.3,94.2,124.2,125.8,281,107.7,2.8,0,0,9.2,5.8,8,0.46,0.11,0,4.1,0,121.5,63.7,63.7,20.8,259.7,18.4,1.5,0,0.5,0.2,0.6,245.4,0,0,1.9,21.1,0.05,0.05,0.5,0.1,66.2,0,0.1
764,Potato leaf relish with oil ,Mchuzi wa matembele na mafuta,33.5,79.1,189.1,318.2,359.2,115.4,42.6,153.1,132.5,51.3,232.4,115.2,131,3.4,0,0,11,7.4,9.4,0.5,0.4,0,0.7,0.18,84,96,55,20,270.5,20.6,1.4,0,0.27,0.08,0.38,637.4,31.4,0,4,21,0.11,0.22,0.8,0.25,149.4,0.2,0.2
765,Okra with coconut milk,Mchuzi wa bamia na nazi,13,41,40,65,51,15,16,43,28,52,92,22,51,1.2,0,0,3.2,5.7,2.7,0.1,0.1,0,0,2,54,17,30,13,190,6,0.7,0,0.2,0.1,0.26,43,0,0,0,10,0.05,0.05,0.5,0.06,16,0,0.14
766,Green peas relish without oil,Mchuzi wa njegere bila mafuta,27.2,142.2,137.1,225.5,222.2,56.9,25.2,140.4,80.6,163.3,298.4,75,63.5,3.9,0,0,0.2,12,0,0,0.1,0,4.1,3.2,20.9,20.8,88.2,30.1,246.4,111.9,1.2,0,0.9,0.1,0.4,62.2,0,0,0,14.4,0.2,0.1,1.5,0.2,47.8,0,0.2
768,Pumpkin leaf relish with oil,Mchuzi wa majani ya maboga na mafuta,11.2,34.4,33.1,55.6,42.5,13.5,9,37.6,24.3,41.4,44.6,16.2,63.8,0.7,0,0,5.7,3.5,4.9,0.3,0.2,0,1.7,0.2,20,63.8,19.6,12.6,143.9,124.4,0.5,0,0.7,0.2,0.3,324.6,0,0,1,15.7,0,0,0.3,0.1,56.2,0,0.2
769,Pumpkin leaf relish without oil,Mchuzi wa majani ya maboga bila mafuta,11.8,36.4,31.8,47.1,42.8,10,12.9,33.5,22.4,43,53.1,17.5,16.8,0.8,0,0,0.2,3.7,0,0,0.1,0,1.8,0.2,21.2,67.6,20.7,13.4,152.4,131.7,0.5,0,0.1,0.1,0.2,343.7,0,0,1,16.6,0,0,0.3,0.1,59.5,0,0.2
770,Spinach relish with groundnut and oil,"Mchuzi wa spinachi, karanga na mafutal",9.3,19.8,31,32,40.4,7.1,18.3,23.9,39.7,27.3,49.2,14.3,149,1.7,0,0,15.2,3.7,12.5,1.2,0.5,0,0.5,0.2,0.6,63.2,25.5,19.3,182.2,3.7,0.9,0,0.1,0.05,0.05,42.3,0,0,0.08,2.8,0,0.01,0.1,0.05,9.6,0,0.03
771,Spinach relish with sesame seeds,Mchuzi wa spinachi na ufuta,45,134.3,31.1,137.4,104.5,36.9,35.6,91.5,61.3,106.5,260,66.2,61.8,3.2,0,0,3.8,5.5,0.5,1.4,1.7,0,1.6,0.1,398.2,185.4,87,59.6,317.4,6.5,2.7,0,0.8,0.4,0.3,264.3,0,0,0.2,7.1,0.1,0.1,0.8,0.3,60.7,0,0.13
772,Potato samosa ,Sambusa ya viazi,39,88,106,151,157,39,39,111,92,133,158,57,194,3,0,0,9.2,24.4,1.3,2.1,5.3,0,1.1,0.2,91,5,41,13,150,2,0.4,0,0.3,0.1,0.21,0,0,0,1,4,0.06,0.02,0.7,0.11,7,0,0.43
775,Okra relish with oil,Mchuz wa bamia na mafuta,10.8,33.7,31.8,47.1,42.8,10,12.9,30.5,20.8,37,48.3,17.3,74.3,0.8,0.1,0,6.2,4.7,5.6,0.4,0.2,0,1.3,0.5,24.2,15.1,22.5,10.9,171.6,107.2,0.5,0,0.2,0.1,0.2,212.7,0,0,0.3,27.5,0,0,0.5,0.1,17,0,0.1
777,Potato leaf relish with milk ,Mchuzi wa matembele na maziwa,51.3,145.1,130.6,236.6,183.6,48.8,39.8,160.7,87.5,16.3,264.9,75.9,67.7,6.5,1.2,0,2.6,6.9,1.4,0.8,0.05,8,4,0,53.4,213.7,134.5,36.3,484,63.4,2.2,0,0.5,0.1,0.5,385.6,0,0,72.7,13.3,0.05,0.07,0.5,0.1,94.2,0,0.03
779,Cow pea leaf relish with groundnuts,Mchuzi wa majani ya kunde na karanga,26.1,107.6,129.2,224.8,135,40.2,35.5,145,107.3,145.3,253.7,74.5,79.3,4.8,0,0,4.2,8.3,0.5,2,1.4,0,1.6,0.4,168.4,133,57.3,43.4,442.9,10.7,2.1,0,0.3,0.2,0.1,345.3,0,0,0,8.8,0.1,0.1,1.9,0.4,80,0,0.4
780,Sweet potato leaf relish with coconut milk, Mchuzi wa matembele na tui la nazi,43.6,136.6,135,245.8,162.4,61.2,44.6,165.6,102.8,190,319.2,70,166.1,3.7,0,0,13.7,10.6,11.9,0.6,0.2,0,7.1,0,188.4,109.7,102.6,33.8,425.3,417.6,2.5,0,0.7,0.3,1,770,0,0,3.2,39,0.1,0.1,0.8,0.3,175.6,0,0.5
781,"Okra, fried",Bamia iliyokaangwa,10.8,38.8,34.9,54.9,45.9,11.3,10.3,33.5,22.4,43,53.1,17.5,106.2,1,0,0,10.2,4.5,8.7,0.6,0.2,0,1.5,0.1,38.5,22.3,20.5,11.8,145.7,292.3,0.6,0,0.2,0.1,0.1,28.5,0,0,0.1,5.1,0,0,0.3,0,15.8,0,0
783,Okra relish without oil,Mchuzi wa bamia bila mafutal,12.3,44.3,39.3,68,50.3,15.3,9.3,43,27,52.3,45.7,19.3,16.7,0.9,0,0,0.2,3.7,0.1,0,0.1,0.1,1.9,0.1,39.7,59.4,20.7,14.4,152.5,656.1,0.6,0,0.1,0.1,0.2,202.3,0,0,0.7,12,0,0.1,1.2,0.1,38.6,0,0.2
784,Egg plant relish ,Mchuzi wa mboga ya biringanya,20.4,54.6,68.8,109,74.7,21.4,14.3,64.2,41.2,73.3,85.9,34.1,77.3,1.2,0,0,4.7,7.9,2,0.6,1.7,0,2.2,1.7,16.5,9.4,28.8,13.7,247.2,28.2,0.4,0,0.2,0.1,0.2,44.2,0,0,1.1,168.9,0.06,0.03,0.6,0.1,16.8,0,0.3
785,Tomato relish,Mchuzi wa mboga ya nyanya,11,28,31,40,45,9,6.6,29,14.6,27,65,17,34,1.1,0,0,0.3,5.2,0.05,0.05,0.14,0,1.7,0.04,20.9,10,32,13,250,9,0.5,0,0.13,0.08,0.3,56,0,0,0,18,0.06,0.05,0.6,0.1,13,0,0.25
851,Spinach broth without oil,Supu ya spinachi bila mafuta,5,16,19,28,24,7,6,17,14,20,28,9,6,0.4,0,0,0.1,1.3,0,0,0,0,0.4,0.1,0,15,9,10,73,8,0.4,0,0.1,0.03,0.11,89,0,0,0,3,0.02,0.03,0.1,0.04,17,0,0.04
852,Spinach broth with oil,Supu ya spinachi yenye mafuta,5,16,172,300,316,97,44,149,128,185,247,130,25,0.4,0,0,5.1,1.3,1.3,2.2,1.3,0,0.4,0.1,0,15,9,10,73,8,0.4,0,0.1,0.03,0.11,89,0,0,1,3,0.02,0.03,0.1,0.04,17,0,0.04
853,Beef broth without oil,Supu ya nyama bila mafuta,43,166,172,300,316,97,44,149,128,185,247,130,44,3.9,3.7,3.7,2.7,0.8,1.3,1.1,0.1,11,0.1,0.1,0,2,32,5,74,9,0.3,0.3,0.6,0.02,0.02,6,0,0,0,2,0.02,0.03,0.5,0.06,3,0.28,0.08
854,Beef broth with oil,Supu ya nyama yenye mafuta,43,166,9,10,10,2,3,7,5,8,17,4,88,3.9,3.7,3.7,7.7,0.8,2.5,3.4,1.4,11,0.1,0.1,0,2,32,5,74,9,0.3,0.3,0.6,0.02,0.02,6,0,0,0,2,0.02,0.03,0.5,0.06,3,0.28,0.08
855,Cabbage broth without oil,Supu ya kabichi bila mafuta,2,7,9,10,10,2,3,7,5,8,17,4,29,1.5,0,0,0.3,6.3,0,0,0.1,0,2.5,0.6,0,5,5,2,36,2,0.1,0,0,0.01,0.03,20,0,0,0,34,0.06,0.05,0.4,0.11,45,0,0.17
856,Cabbage broth with oil,Supu ya kabichi yenye mafuta,2,7,24,39,24,8,7,23,16,27,50,11,50,0.2,0,0,5.1,1.3,1.3,2.2,1.3,0,0.4,0.1,0,5,5,2,36,2,0.1,0,0,0.01,0.03,20,0,0,0,34,0.06,0.05,0.4,0.11,45,0,0.17
859,Cassava leaf broth without oil,Supu ya kisamvu bila mafuta,3,16,19,33,19,5,4,19,13,22,21,10,8,0.6,0,0,0,1.6,0,0,0,0,0.3,0.1,4,22,11,8,81,2,0.4,0,0.1,0.02,0.03,58,0,0,0,4,0.01,0.02,0.1,0.07,12,0,0.06
860,Cassava leaf broth with oil,Kisamvu yenye mafuta,2,14,206,299,335,109,55,160,133,199,263,121,48,0.5,0,0,5,1,4.3,0.3,0.1,0,0.2,0,4,21,9,7,71,2,0.4,0,0.1,0.02,0.02,58,0,0,0,4,0.01,0.02,0.1,0.06,11,0,0.05
864,Cow pea broth with oil,Supu ya kunde yenye mafuta,0,80,94,160,144,31,27,109,61,105,163,57,87,2,0,0,6.4,5.8,0.9,1.5,3.7,0,1.5,0.3,129,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
865,Cow pea broth without oil,Supu ya kunde bila mafuta,27,87,25,41,27,8,6,23,18,27,38,12,40,2.3,0,0,0.2,7.9,0,0,0.1,0,1.8,0.6,129,12,41,13,147,2,0.7,0,0.3,0.07,0.15,7,0,0,0,3,0.05,0.02,0.2,0.07,32,0,0.1
867,Cow pea leaf broth with oil,Supu ya majani ya kunde yenye mafuta,3,14,22,36,23,6,6,21,15,24,33,11,42,0.5,0,0,4.1,1.5,3.5,0.2,0.1,0,0.2,0.1,3,19,10,7,70,2,0.3,0,0.1,0.02,0.03,49,0,0,0,4,0.01,0.02,0.1,0.06,11,0,0.05
868,Fish broth with oil,Supu ya samaki yenye mafuta,18,68,72,125,142,45,19,62,53,80,102,46,55,1.7,1.5,1.5,5.2,0.9,4.4,0.4,0.2,6,0.2,0.1,0,2,28,4,60,5,0.1,0,0.1,0,0.02,7,1,1,0,1,0.02,0.01,0.2,0.03,3,0.23,0.1
869,Fish broth without oil,Supu ya samaki bila mafuta,18,68,39,64,63,16,6,40,22,46,85,21,12,1.7,1.5,1.5,0.2,0.9,0.1,0.1,0.1,6,0.2,0.1,0,2,28,4,60,5,0.1,0,0.1,0,0.02,7,1,1,0,1,0.02,0.01,0.2,0.03,3,0.23,0.1
870,Green pea broth without oil,Supu ya njegere bila mafuta,7,40,39,64,63,16,6,40,22,46,85,21,17,1.1,0,0,0,3.1,0,0,0,0,1.1,1,6,5,23,8,54,1,0.3,0,0.2,0.03,0.11,12,0,0,0,3,0.05,0.03,0.4,0.04,13,0,0.03
871,Green pea broth with oil,Supu ya njegere yenye mafuta,7,40,108,194,155,40,35,132,73,135,231,66,61,1.1,0,0,5,3.1,1.3,2.2,1.3,0,1.1,1,6,5,23,8,54,1,0.3,0,0.2,0.03,0.11,12,0,0,0,3,0.05,0.03,0.4,0.04,13,0,0.03
873,Kidney bean broth without oil,Supu ya maharage bila mafuta,30,101,84,150,130,28,22,102,54,98,125,53,31,2,0,0,0.1,0,0,0,0.1,0,1.5,0.3,129,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
874,Kidney bean broth with oil,Supu ya maharage yenye mafuta,20.4,79,81.3,142.5,150,46,20.7,70.8,60.8,87.9,114.5,61.7,48,2,0,0,2.1,5.9,0,0,0.1,0,1.5,0.3,0.27,8,34,11,113,1,0.7,0,0.2,0.06,0.12,7,0,0,0,2,0.04,0.02,0.2,0.04,29,0,0.07
877,Pumpkin leaf broth with oil,Supu ya majani ya maboga yenye mafuta,2,7,7,13,9,3,2,9,5,10,8,4,46,0.2,0,0,5,0.7,4.3,0.3,0.1,0,0.4,0,35,14,5,3,36,4,0.1,0,0,0.03,0.04,61,0,0,2,4,0.1,0.1,0.4,0.2,13,0,0.3
878,Pumpkin leaf broth without oil,Supu ya majani ya maboga bila mafuta,2,7,272,480,542,175,63,231,199,304,354,174,3,0.2,0,0,0,0.7,0,0,0,0,0.4,0,4,14,5,3,36,4,0.1,0,0,0.03,0.04,61,0,0,0,4,0.1,0.1,0.4,0.2,13,0,0.3
879,Small dried fish broth with oil,Supu ya dagaay yenye mafuta,66,259,479,875,713,264,172,500,376,530,640,348,78,5.9,5.9,5.9,5.9,0,1.5,2.6,1.5,6,0,0,0,170,130,14,95,31,0.3,0.3,0.5,0.05,0.21,0,0,0,0,0,0.01,0.03,0.8,0.04,3,1.2,0.15
881,Cow pea leaf broth without oil,Supu ya majani ya kunde bila mafuta,3,16,72,125,142,45,19,62,53,80,102,46,8,0.6,0,0,0,1.6,0,0,0,0,0.3,0.1,4,22,11,8,81,2,0.4,0,0.1,0.02,0.03,58,0,0,0,4,0.01,0.02,0.1,0.07,12,0,0.06
882,Ground beef relish broth,Supu ya nyama ya kusaga,23,80,7,13,9,3,2,9,5,10,8,4,35.4,1.8,1.8,1.8,3,0.3,1.9,0.8,0.1,5.9,0.1,0,0.3,0.7,15.2,2.2,35.9,15.3,0.1,0.1,0.3,0,0,4.2,0,0,0,1,0,0,0.3,0,1.2,0.1,0
883,Liver relish broth,Supu ya maini,25,100,112.5,225,187.5,62.5,37.5,125,87.5,137.5,137.5,62.5,12.9,1.7,1.7,1.7,8.6,0.35,0.26,0.06,0.07,27,0.02,0.37,129,0.8,28.5,1.6,19.6,5.4,0.5,0.5,0.4,0.3,0,0.875,0,0,0,0.25,0.005,0.0025,0.025,0.005,3.6,0,0.00875
952,Banana with meat and coconut milk,Ndizi za kupika zenye nyama na tui la nazi,17.1,51.7,54,92.5,91.7,27.5,21.2,56.5,43.7,64.5,125,59.6,130.3,1.5,0.6,0.6,2.4,2.9,1.8,0.39,0.14,2.17,2.5,2.9,0,3,36.1,31,449.8,7,0.7,0.03,0.2,0.08,0.2,91,0,0,0.1,11,0.1,0.1,0.8,0.2,26,0,0.2
953,Banana with meat,Ndizi za kupika zenye nyama,30.9,115,118.3,206.5,216.7,66,32.3,105.3,89.3,129.4,177.8,96.3,77.4,2.7,2.5,2.4,3.6,9.4,2.3,1.1,0.1,8,0.7,1,0,1.6,226,11.4,168.9,118.8,0.3,0.1,0.3,0.03,0.05,86,0,0,0,10.4,0.05,0.05,0.8,0.22,24.7,0,0.22
955,Banana with coconut milk,Ndizi za kupika zenye tui la nazi,21.2,60.9,35.5,110.8,115.6,32.9,36.7,90.2,57.2,105.6,295.6,46.9,191.2,1.5,0,0,10.7,26.1,9.4,0.45,0.2,0,4.4,2.1,14.6,6.7,62.7,34.3,149.9,2.3,0.2,0,0.07,0.02,0.07,84.3,0,0,0.04,10.7,0.05,0.05,0.8,0.2,25.3,0.04,0.2
956,Cassava with coconut milk,Mihogo yenye tui la nazi,24.7,58.2,60.9,108.7,76.7,28.5,16.4,15,10,19.9,79,11.4,216.3,1.9,0,0,11.9,12.9,10.3,0.5,0.2,0,5.5,2.6,151.1,18.2,89.3,18.8,297.2,8.4,1.4,0,0.6,0.2,0.6,4.3,0,0,0,22.6,0.1,0,0.7,0.2,20,0,0.3
957,"Cassava, fried",Mihogo ya kukaanga,15,23,22,32,36,9,23,21,14,28,111,16,346.5,1.1,0,0,25.2,10.5,21.6,1.5,0.6,0,3.3,3.6,54,19,70,10,243,2,0.8,0,0.3,0.1,0.1,6,0,0,0.3,30,0.1,0,0.6,0.3,15,0,0.3
958,Potato relish with oil,Mchuzi wa viazi vyenye mafuta,19.7,47.2,131.3,229.5,129.8,38.3,24,126,87,147,147,65.3,75,1.3,0,0,1.7,14.2,0,0.1,0.03,0,1,0.12,391.5,3.5,3.4,16.8,266.5,3.8,0.2,0,0.2,0.14,0.1,0,0,0,1,13.8,0.17,0.03,1.7,0.1,33.5,0,0.77
959,Potato relish with beef,Mchuzi wa viazi vyenye nyama,37.1,107.6,116.8,190.2,183.6,54.2,37.1,120.1,96.6,149.5,194.3,73.2,128.8,2.8,1,1,5.8,17.1,4.9,0.6,0.1,3.2,2.1,0.2,17.5,15,75,35,574,11,0.8,0,0.4,0.28,0.27,50.4,0,0,0.3,28.2,0.05,0,0.35,0.15,19,0,0.15
960,"Potato chips, fried", Chipsi,25,59.2,411.6,645,542.4,235.2,175.2,400.8,307.8,460.2,453,178.8,249,1.7,0,0,20.1,18,17.3,1.2,0.36,0,1.2,0.16,67.5,4.2,41.7,20.8,325.8,4.2,0.3,0,0.2,0.18,0.17,0,0,0,0.2,10.8,0.09,0.016,1.2,0.2,7.5,0,0.46
961,"Potato, boiled",Viazi vya kuchemsha,30,71,80,118,119,31,25,87,73,110,90,43,93,2,0,0,0.1,21.6,0,0,0,0,1.5,0.2,52.6,5,50,25,391,5,0.4,0,0.3,0.22,0.16,5.6,0,0,0.01,9.6,0.17,0.016,0.9,0.2,6.7,0,0.37
963,Roots and tubers mixed ,(futari) Futari,8.2,13.1,12.1,19.3,23.2,4.7,10.4,12.7,8.4,15.3,47.1,11.4,93.5,0.8,0,0,0.2,23.2,0.05,0,0,0,1.7,1.5,93.8,13.1,27.6,10,202.8,4,0.4,0,0.15,0,0.05,4.5,0,0,0.1,10.5,0.1,0,1.2,0.2,10.8,0.1,0.5
